iter	Logloss
283	0.1754675955
284	0.1754055193
285	0.1753707301
286	0.1753015615
287	0.1752928106
288	0.1752895339
289	0.1752439682
290	0.1751587731
291	0.1750995456
292	0.175003255
293	0.1749393526
294	0.1748583156
295	0.1747417778
296	0.1745757486
297	0.1744696737
298	0.1743838577
299	0.1743081691
300	0.1741992418
301	0.1740937802
302	0.1739992753
303	0.1739114274
304	0.17383658
305	0.1737586211
306	0.1735885687
307	0.1735356447
308	0.1735174681
309	0.1734697514
310	0.1733979401
311	0.1733289303
312	0.1732609064
313	0.173184054
314	0.173142009
315	0.1730694453
316	0.1730135165
317	0.1729177962
318	0.1728150215
319	0.1727188159
320	0.1726259762
321	0.1724981454
322	0.1724375859
323	0.1723744428
324	0.1723124281
325	0.1722327859
326	0.17220071
327	0.172162192
328	0.1720518932
329	0.1719459581
330	0.1718725751
331	0.1717940887
332	0.1717005964
333	0.1716411134
334	0.1715127574
335	0.1714546402
336	0.1713648282
337	0.1712838879
338	0.1712353146
339	0.1711397013
340	0.1710733553
341	0.1710216684
342	0.1709286263
343	0.1707823095
344	0.1706805842
345	0.1704716948
346	0.1703984597
347	0.1703203353
348	0.1702632722
349	0.1702002502
350	0.1701039099
351	0.1700223403
352	0.1699494195
353	0.1698722183
354	0.1697840289
355	0.1697193601
356	0.1696623032
357	0.1695654657
358	0.1694552945
359	0.1694079657
360	0.1693365657
361	0.1692586135
362	0.1691637448
363	0.1691106082
364	0.1690700585
365	0.1690546939
366	0.1689780477
367	0.1688979514
368	0.1688627879
369	0.1687765339
370	0.1687302405
371	0.1686111465
372	0.1685656952
373	0.1684619018
374	0.1683592335
375	0.1683098643
376	0.1682132878
377	0.168123926
378	0.1680585452
379	0.1679907284
380	0.1679239595
381	0.1678373392
382	0.1677755635
383	0.167675987
384	0.1675973893
385	0.1675924941
386	0.1675151492
387	0.1674895262
388	0.1673744663
389	0.1673155528
390	0.167244342
391	0.1671531693
392	0.1670711623
393	0.1670610108
394	0.1670142533
395	0.1669677663
396	0.1669029371
397	0.1667800123
398	0.1667237606
399	0.1666317658
400	0.1665930627
401	0.1665612666
402	0.1664448415
403	0.1663834195
404	0.1663058388
405	0.166224032
406	0.1661744923
407	0.1660925478
408	0.1659419875
409	0.1658612458
410	0.1657804907
411	0.1657676062
412	0.1657636738
413	0.1656733616
414	0.1656549079
415	0.1655666521
416	0.1655111858
417	0.1654883008
418	0.1653947575
419	0.1653084444
420	0.165199061
421	0.1651378259
422	0.1650729665
423	0.1649416807
424	0.1649077724
425	0.1648140509
426	0.1647417674
427	0.164724329
428	0.1646562474
429	0.1645302561
430	0.1645046831
431	0.1644019943
432	0.1643384809
433	0.1642436654
434	0.1641782492
435	0.1640395425
436	0.1639850541
437	0.163898609
438	0.1638439524
439	0.1638062331
440	0.1637023571
441	0.1636543456
442	0.1636506114
443	0.163607497
444	0.1634888014
445	0.1634137014
446	0.1633066571
447	0.1632673556
448	0.1632113939
449	0.1631357227
450	0.1630689815
451	0.1630099457
452	0.1629056337
453	0.1628520713
454	0.1628488089
455	0.1628335504
456	0.1627292438
457	0.1627181919
458	0.1626745347
459	0.162633414
460	0.1626029304
461	0.1625761796
462	0.1624912802
463	0.1624432075
464	0.1623552597
465	0.1622647939
466	0.1622012876
467	0.1621318054
468	0.1620944218
469	0.1620219278
470	0.1619589652
471	0.1618647898
472	0.1618390389
473	0.161757227
474	0.161681776
475	0.1616177615
476	0.1615298554
477	0.1614702631
478	0.161383482
479	0.1612892426
480	0.1612847042
481	0.1612313145
482	0.1611593192
483	0.1610893074
484	0.1610207533
485	0.1609372256
486	0.160845399
487	0.1608009177
488	0.1607984963
489	0.1607556622
490	0.1606445232
491	0.1605671982
492	0.1604980232
493	0.160404441
494	0.1603665237
495	0.1603326594
496	0.160283083
497	0.1601763139
498	0.1601741959
499	0.1601400586
500	0.1600640035
501	0.1600335985
502	0.1600069406
503	0.1599218821
504	0.1598425939
505	0.1597567921
506	0.1597526907
507	0.1597224548
508	0.1596609567
509	0.1595736404
510	0.1594931772
511	0.1593723161
512	0.159295508
513	0.159235479
514	0.1592063186
515	0.1591150534
516	0.1590642396
517	0.1589698068
518	0.1588842441
519	0.158810061
520	0.1587653508
521	0.1587423495
522	0.1586599485
523	0.1586024615
524	0.1585544928
525	0.1584862272
526	0.1583960886
527	0.1583595392
528	0.1583031367
529	0.1582208876
530	0.1581735664
531	0.1580734512
532	0.1580249474
533	0.1579484561
534	0.1579135726
535	0.1578561188
536	0.1578107916
537	0.1577565372
538	0.157712571
539	0.1576751844
540	0.1576258923
541	0.1576132595
542	0.1575542447
543	0.1574793041
544	0.1574480484
545	0.1574136108
546	0.1573141995
547	0.1572736997
548	0.157219219
549	0.1571013871
550	0.1569929733
551	0.1569546687
552	0.1568571159
553	0.1568411306
554	0.156745818
555	0.1566810643
556	0.1566497076
557	0.1566278826
558	0.1565840722
559	0.1565233176
560	0.1564636618
561	0.1563917338
562	0.1563718167
563	0.1563055836
564	0.1562298205
565	0.1561874159
566	0.1561010963
567	0.1560814052
568	0.1560271548
569	0.1559624509
570	0.1558943667
571	0.1558213428
572	0.1557967638
573	0.1557496422
574	0.1557121844
575	0.1556465387
576	0.1555695491
577	0.1555178546
578	0.155495673
579	0.1554491647
580	0.1553969543
581	0.1553390077
582	0.1552782769
583	0.155213624
584	0.1551826073
585	0.1551019182
586	0.1550713292
587	0.1550536758
588	0.1550520126
589	0.1549922657
590	0.1548998418
591	0.1547905636
592	0.1547367072
593	0.1547350097
594	0.1546578652
595	0.1546369308
596	0.1545743337
597	0.1545027634
598	0.1544449961
599	0.154365045
600	0.1543142317
601	0.1542624356
602	0.1542184885
603	0.1541816754
604	0.1541308813
605	0.1540742948
606	0.1540567123
607	0.1539916235
608	0.1539902463
609	0.1538892405
610	0.1538132301
611	0.1537616865
612	0.1537298185
613	0.1536672335
614	0.1536511961
615	0.1535868431
616	0.153573903
617	0.1535513019
618	0.1535207563
619	0.153459903
620	0.1533905246
621	0.15335031
622	0.1533004817
623	0.1532462152
624	0.1531906234
625	0.1530654839
626	0.153011532
627	0.1529784561
628	0.1529123231
629	0.1528328615
630	0.1527499424
631	0.1527326504
632	0.1526946113
633	0.1526735414
634	0.1526099746
635	0.152571266
636	0.152570274
637	0.1525445241
638	0.1525317891
639	0.1524651588
640	0.1523748907
641	0.1522607662
642	0.1521730218
643	0.1521403084
644	0.1520472742
645	0.1519888345
646	0.1519166692
647	0.1518992502
648	0.1518205605
649	0.1518001985
650	0.1517318706
651	0.1516433196
652	0.1516419424
653	0.1515825286
654	0.1515131382
655	0.1514819301
656	0.1514134211
657	0.1513697193
658	0.1513116053
659	0.1512347395
660	0.151196028
661	0.1511666602
662	0.151105703
663	0.1511045437
664	0.1510442013
665	0.1510244128
666	0.1510112128
667	0.1509761204
668	0.1509575081
669	0.1509010899
670	0.1509001491
671	0.1508302544
672	0.1507753348
673	0.1507113613
674	0.1506694508
675	0.1506249794
676	0.1505527709
677	0.1504802748
678	0.1504375242
679	0.1503541148
680	0.1502699832
681	0.1502222867
682	0.1501534574
683	0.1500186214
684	0.1499554311
685	0.1499542557
686	0.1498852023
687	0.1497871819
688	0.1497276712
689	0.1496882141
690	0.1496445105
691	0.1496297365
692	0.1496011614
693	0.1495670692
694	0.1494884369
695	0.1494604495
696	0.1493797827
697	0.1493311326
698	0.1493171994
699	0.1492727417
700	0.1491589541
701	0.1491192445
702	0.1490731202
703	0.1490214231
704	0.1489708306
705	0.1489389603
706	0.1488782652
707	0.1488036231
708	0.1487493057
709	0.1486837033
710	0.1486739736
711	0.148627879
712	0.1485591663
713	0.1485345291
714	0.1484789148
715	0.1484442358
716	0.1483803799
717	0.148359997
718	0.1483000738
719	0.1482422224
720	0.1481719505
721	0.1481313912
722	0.1481307869
723	0.1480875664
724	0.1480637961
725	0.1480149477
726	0.1479714971
727	0.1479594407
728	0.1479028225
729	0.1478347532
730	0.1478030008
731	0.1477849092
732	0.1476993157
733	0.1476626341
734	0.1476614931
735	0.147619199
736	0.1475408121
737	0.147472054
738	0.1474105829
739	0.1473226787
740	0.1472987414
741	0.1472364416
742	0.1472012904
743	0.1471704922
744	0.1471697364
745	0.1471431888
746	0.1471108491
747	0.147074828
748	0.1470347726
749	0.146971283
750	0.1469703422
751	0.1469072297
752	0.1468728211
753	0.1468105945
754	0.1467748372
755	0.1467736947
756	0.1467188534
757	0.1466772611
758	0.1466375975
759	0.1465779959
760	0.1465247492
761	0.146485641
762	0.1464847514
763	0.1464362372
764	0.1463748174
765	0.1463430071
766	0.1462802147
767	0.146279475
768	0.146211582
769	0.1461485945
770	0.146104129
771	0.1460126575
772	0.1459567243
773	0.1459215376
774	0.1458595844
775	0.1458127105
776	0.1457484312
777	0.145679649
778	0.1456785569
779	0.1456415783
780	0.1456335736
781	0.1456014778
782	0.1455766718
783	0.1455599592
784	0.1454906913
785	0.1454344852
786	0.1453838791
787	0.1453570259
788	0.1453063712
789	0.1452625704
790	0.1452029278
791	0.1451696243
792	0.1451685154
793	0.1451517148
794	0.1451037208
795	0.1450133642
796	0.1449811027
797	0.1449287858
798	0.1448932948
799	0.1448533271
800	0.1447858554
801	0.1447300028
802	0.1446843977
803	0.1446679533
804	0.1446193511
805	0.1445721392
806	0.144563234
807	0.1445626471
808	0.1444577935
809	0.1443947313
810	0.1443440427
811	0.1443094299
812	0.1442815821
813	0.1442486985
814	0.1442108134
815	0.1441882721
816	0.1441281224
817	0.1440895136
818	0.144079869
819	0.1440504647
820	0.1440346784
821	0.1440339226
822	0.1440332341
823	0.1439732801
824	0.1439540925
825	0.1438954162
826	0.1438612033
827	0.1438463227
828	0.1437685662
829	0.143747623
830	0.1436838313
831	0.1436609229
832	0.1436475051
833	0.1436313818
834	0.1435766764
835	0.1435292342
836	0.1434835578
837	0.1434098493
838	0.1433376413
839	0.1432566795
840	0.1432237949
841	0.1431674964
842	0.1431271184
843	0.1430286134
844	0.1429748175
845	0.1429739783
846	0.1429733065
847	0.1429727013
848	0.1429291265
849	0.1428871742
850	0.1428253139
851	0.1427582315
852	0.1427037035
853	0.1426629642
854	0.1425797508
855	0.142537275
856	0.1425160875
857	0.1424799454
858	0.1424574406
859	0.1424065347
860	0.1423623576
861	0.1423259073
862	0.1422672273
863	0.1422666229
864	0.1422178544
865	0.142170957
866	0.1421083439
867	0.1420308757
868	0.1419999412
869	0.1419443026
870	0.1419435629
871	0.1419097296
872	0.1418670393
873	0.141852196
874	0.141803472
875	0.141774794
876	0.1417323123
877	0.1416826357
878	0.141623703
879	0.1415811511
880	0.1415427359
881	0.1415195602
882	0.1415191239
883	0.1414646088
884	0.1414498911
885	0.1413966838
886	0.1413485712
887	0.1413077473
888	0.1412328753
889	0.1411885484
890	0.1411596614
891	0.141136535
892	0.1410791754
893	0.1410476781
894	0.1410205776
895	0.1409651974
896	0.1409182473
897	0.1408751655
898	0.1408430771
899	0.1407866352
900	0.1407355675
901	0.1407234434
902	0.1406523043
903	0.1406076462
904	0.140607067
905	0.1405834297
906	0.1405502353
907	0.1405101952
908	0.1404843138
909	0.1404513864
910	0.1404200845
911	0.1403769611
912	0.1403020492
913	0.1402582215
914	0.1402199633
915	0.1401982491
916	0.1401713425
917	0.1401415624
918	0.1401120935
919	0.140084706
920	0.1400841521
921	0.1400415599
922	0.1400188548
923	0.1399867014
924	0.1399506955
925	0.1399192748
926	0.1398936454
927	0.1398805727
928	0.1398417427
929	0.1398003712
930	0.1397997507
931	0.1397614063
932	0.1397390394
933	0.1396566307
934	0.1396093023
935	0.1395929851
936	0.1395510314
937	0.1395217878
938	0.1394699773
939	0.1394097588
940	0.1393815949
941	0.1393810662
942	0.1393532617
943	0.1393212051
944	0.139286511
945	0.1392432089
946	0.1392033286
947	0.1391817683
948	0.1391548054
949	0.1391129434
950	0.1390713945
951	0.1390047943
952	0.1388913476
953	0.1388402482
954	0.138792103
955	0.1387250146
956	0.1386393838
957	0.1386036307
958	0.1385444338
959	0.1384733512
960	0.138440267
961	0.138372345
962	0.1383049186
963	0.1382794848
964	0.1382788804
965	0.1382520667
966	0.1381863004
967	0.1381543129
968	0.1381305745
969	0.1381299617
970	0.1381040888
971	0.1380575412
972	0.1379870706
973	0.1379608938
974	0.1379015976
975	0.1378398242
976	0.13780143
977	0.137733928
978	0.1376830648
979	0.1376220858
980	0.1375722349
981	0.1375191908
982	0.1374772031
983	0.1374289156
984	0.1373868373
985	0.1373440717
986	0.1373236886
987	0.1373233869
988	0.1372803038
989	0.137204327
990	0.1371418862
991	0.1370960005
992	0.1370617792
993	0.1370405253
994	0.1370147566
995	0.1370140009
996	0.1369538944
997	0.136922546
998	0.1368650631
999	0.1368459607
